country,crop_type,disease_name,avg_disease_probability,avg_yield_loss_percent,avg_economic_loss_usd_per_hectare,avg_food_security_impact_score,records
Colombia,Pomegranate,Pomegranate Mosaic Virus,0.6617939393939395,46.40969696969697,18323.697575757575,63.76424242424242,33
Nigeria,Rice,Rice Tungro Virus,0.661603125,47.185625,19192.266875,64.4771875,32
Morocco,Barley,Barley Mosaic Virus,0.6615027777777778,46.654444444444444,18438.722222222223,66.24416666666667,36
Pakistan,Garlic,Garlic Mosaic Virus,0.6613176470588236,47.08,20977.496470588234,66.53088235294118,34
Papua New Guinea,Cotton,Cotton Leaf Curl Virus,0.6602107142857143,45.21071428571429,19711.84392857143,61.63482142857142,56
Morocco,Guava,Guava Mosaic Virus,0.6600074074074074,47.45111111111111,20134.576296296298,67.3788888888889,27
Papua New Guinea,Tomato,Bacterial Wilt,0.6599885714285714,46.37657142857143,16337.683714285713,63.651428571428575,35
Ethiopia,Potato,Late Blight,0.6598531914893617,45.26510638297872,19509.071063829786,63.427446808510645,47
Thailand,Potato,Late Blight,0.6597418181818182,46.03909090909091,18758.474181818183,64.02054545454546,55
Kenya,Mung Bean,Mung Bean Mosaic Virus,0.6591767441860465,45.774883720930234,13898.733720930233,63.656976744186046,43
Bangladesh,Tomato,Tomato Yellow Leaf Curl Virus,0.6591057142857143,45.51771428571429,19210.491428571426,61.64428571428572,35
Morocco,Millet,Millet Mosaic Virus,0.6589717948717949,47.83794871794872,19434.997179487178,67.15512820512821,39
Pakistan,Cotton,Cotton Leaf Curl Virus,0.65891,46.68416666666667,22978.363,65.79533333333333,60
Kenya,Millet,Millet Mosaic Virus,0.6587818181818181,46.90090909090909,16839.627878787876,63.770606060606056,33
Colombia,Coffee,Coffee Leaf Rust,0.6582453703703705,45.69314814814815,18253.45537037037,62.82898148148148,108
South Africa,Cocoa,Cocoa Mosaic Virus,0.6581027027027027,46.987027027027025,18550.455405405406,66.0308108108108,37
Papua New Guinea,Banana,Black Sigatoka,0.6579107142857143,45.440178571428575,19762.621785714287,62.112142857142864,56
Morocco,Pomegranate,Pomegranate Mosaic Virus,0.6579,46.17,18427.081842105265,66.18368421052632,38
Nigeria,Pea,Pea Mosaic Virus,0.6578472222222222,46.96611111111111,18135.90111111111,64.71944444444445,36
Pakistan,Tomato,Tomato Yellow Leaf Curl Virus,0.6576139534883721,46.75023255813954,19606.650930232558,66.02279069767442,43
Papua New Guinea,Cocoa,Cocoa Mosaic Virus,0.6576111111111111,44.794444444444444,17940.845555555556,60.853333333333325,36
Kenya,Barley,Barley Mosaic Virus,0.6575931818181818,44.757045454545455,19578.574318181818,61.74886363636363,44
India,Cotton,Cotton Wilt,0.6574981818181818,46.13945454545455,19025.140545454546,64.03018181818182,55
Pakistan,Mung Bean,Mung Bean Mosaic Virus,0.65729375,47.441874999999996,20810.89875,66.7203125,32
India,Banana,Panama Disease,0.6572156862745098,46.72607843137255,15028.34568627451,64.11529411764707,51
Iran,Okra,Okra Mosaic Virus,0.6572111111111112,47.30222222222223,18476.64861111111,66.88777777777779,36
Ethiopia,Millet,Millet Mosaic Virus,0.6570264705882353,46.822941176470586,19053.871176470588,64.82323529411764,34
Thailand,Cocoa,Cocoa Mosaic Virus,0.6568785714285713,45.511785714285715,21431.3075,63.19892857142857,28
Colombia,Cotton,Cotton Leaf Curl Virus,0.6567115384615385,46.322884615384616,19338.925576923077,63.50711538461538,52
Ethiopia,Cauliflower,Cauliflower Mosaic Virus,0.6566844444444444,45.41133333333333,20609.784222222224,63.13355555555556,45
Colombia,Sorghum,Sorghum Mosaic Virus,0.6566714285714286,45.82607142857143,19736.202142857142,64.12892857142857,28
Australia,Pomegranate,Pomegranate Mosaic Virus,0.656602380952381,46.199523809523804,20434.20904761905,65.91761904761904,42
Ethiopia,Pea,Pea Mosaic Virus,0.6565162790697674,46.92325581395349,18711.227674418606,64.98046511627906,43
Thailand,Okra,Okra Mosaic Virus,0.6563612903225807,46.25419354838709,19749.802258064516,63.90870967741936,31
India,Mung Bean,Mung Bean Mosaic Virus,0.6562758620689655,46.5803448275862,17194.786551724137,63.97724137931034,29
South Africa,Cauliflower,Cauliflower Mosaic Virus,0.6559411764705882,46.646470588235296,18134.485588235293,65.62470588235294,34
Ghana,Canola,Canola Mosaic Virus,0.6558105263157895,45.59789473684211,18814.483947368422,63.897894736842105,38
Thailand,Soybean,Soybean Rust,0.6557638888888889,46.387129629629634,17529.500092592592,63.70768518518519,108
South Africa,Okra,Okra Mosaic Virus,0.6556871794871795,46.664358974358976,20838.918717948716,65.83717948717948,39
Kenya,Carrot,Carrot Mosaic Virus,0.6556514285714286,46.20428571428572,18512.411142857145,63.73057142857143,35
Nigeria,Tomato,Bacterial Wilt,0.6554,45.60787878787879,17681.535757575755,63.170909090909085,33
Ethiopia,Coffee,Coffee Leaf Rust,0.6553527777777778,45.32509259259259,18287.570648148147,62.9212037037037,108
Ghana,Rice,Rice Blast,0.6552518518518519,46.76592592592593,18570.507407407407,64.63259259259259,27
Australia,Rice,Rice Tungro Virus,0.6550186046511628,46.62604651162791,19082.09,66.05720930232559,43
Egypt,Rice,Rice Tungro Virus,0.6549578947368421,45.79552631578947,18695.180526315788,65.44973684210527,38
Australia,Barley,Barley Mosaic Virus,0.6547512195121951,46.93951219512195,20855.153170731708,66.94170731707317,41
Kenya,Rice,Rice Tungro Virus,0.6546484848484848,47.986060606060605,21547.508181818182,65.70545454545456,33
Ethiopia,Banana,Black Sigatoka,0.6546369565217391,47.01652173913044,19399.398260869566,64.36130434782608,46
South Africa,Garlic,Garlic Mosaic Virus,0.6546131578947368,47.205,20714.09947368421,66.22605263157895,38
Ethiopia,Wheat,Wheat Rust,0.6545961538461539,45.89980769230769,17840.88673076923,63.84384615384616,52
Australia,Canola,Canola Mosaic Virus,0.6545285714285715,47.92657142857143,24026.59657142857,67.76714285714286,35
Iran,Garlic,Garlic Mosaic Virus,0.6542805555555556,46.55888888888889,20777.45472222222,65.61416666666668,36
Ethiopia,Tomato,Tomato Early Blight,0.6540807692307692,45.986538461538466,21341.953846153847,63.71076923076923,26
Iran,Rice,Rice Tungro Virus,0.6539825,46.834500000000006,18621.391,65.659,40
Ethiopia,Guava,Guava Mosaic Virus,0.6538642857142857,46.35892857142857,19606.602142857144,63.019285714285715,28
Indonesia,Soybean,Soybean Rust,0.6536685185185185,44.626018518518514,17662.67787037037,61.42944444444444,108
Vietnam,Cotton,Cotton Leaf Curl Virus,0.6536320754716981,45.80754716981132,18841.330188679247,62.81943396226415,53
Kenya,Cotton,Cotton Leaf Curl Virus,0.6530679245283019,45.78,22150.629056603775,63.69641509433962,53
Pakistan,Okra,Okra Mosaic Virus,0.6527923076923077,46.14557692307692,18722.073653846153,65.82288461538461,52
Morocco,Pea,Pea Mosaic Virus,0.6527641025641026,46.602051282051285,16452.5241025641,65.44025641025641,39
Morocco,Mung Bean,Mung Bean Mosaic Virus,0.6527419354838709,46.99967741935484,19994.54129032258,66.69645161290323,31
South Africa,Pea,Pea Mosaic Virus,0.6527333333333334,44.70487179487179,20242.197179487182,64.10102564102564,39
Ukraine,Potato,Late Blight,0.6527181818181819,45.18568181818182,20191.172272727275,62.39818181818182,44
Morocco,Cocoa,Cocoa Mosaic Virus,0.6527119047619048,48.26428571428571,18496.205714285716,67.80404761904762,42
Kenya,Banana,Black Sigatoka,0.6526084745762712,46.57,19723.39186440678,63.63135593220339,59
Vietnam,Rice,Rice Tungro Virus,0.6525114285714286,44.46628571428571,18931.48742857143,61.487142857142864,35
Pakistan,Guava,Guava Mosaic Virus,0.6523722222222221,46.785,21336.181666666667,66.22472222222223,36
Brazil,Banana,Black Sigatoka,0.6521095238095238,44.801587301587304,17549.13714285714,62.94079365079365,63
Ghana,Cotton,Cotton Leaf Curl Virus,0.6519396226415094,45.181132075471695,20408.620000000003,62.61283018867925,53
Bangladesh,Rice,Bacterial Leaf Blight,0.6518647058823529,45.269705882352945,22639.39588235294,61.07588235294117,34
Morocco,Cotton,Cotton Leaf Curl Virus,0.6518288461538462,47.548269230769236,19166.13653846154,67.15365384615384,52
Bangladesh,Soybean,Soybean Rust,0.6514324074074074,45.55046296296296,20999.825833333332,61.261759259259264,108
Ghana,Tomato,Bacterial Wilt,0.6510885714285715,46.05542857142857,20537.009714285712,64.25085714285713,35
Australia,Okra,Okra Mosaic Virus,0.6510566666666667,48.132,20028.139000000003,67.16866666666667,30
Papua New Guinea,Mung Bean,Mung Bean Mosaic Virus,0.6508111111111111,44.10861111111112,15599.673333333332,60.192499999999995,36
Thailand,Pea,Pea Mosaic Virus,0.650698,44.556599999999996,19441.1834,62.4178,50
Egypt,Pea,Pea Mosaic Virus,0.6505702702702703,46.65837837837838,18376.913783783784,65.75432432432432,37
Kenya,Potato,Late Blight,0.6505571428571428,45.260535714285716,20941.827142857142,62.597321428571426,56
Colombia,Barley,Barley Mosaic Virus,0.6505542857142858,46.11914285714286,15169.306285714285,63.504,35
Kenya,Sugarcane,Red Rot,0.6505208333333333,45.48708333333334,18128.811875,62.793749999999996,48
South Africa,Barley,Barley Mosaic Virus,0.6504648648648649,47.12945945945946,16696.368648648648,66.92675675675676,37
Vietnam,Coffee,Coffee Leaf Rust,0.650461111111111,44.292129629629635,18760.413703703704,60.874722222222225,108
India,Garlic,Garlic Mosaic Virus,0.6503764705882353,46.04294117647059,20491.21411764706,64.3664705882353,34
Kenya,Canola,Canola Mosaic Virus,0.650296875,45.2440625,19164.20375,62.61875,32
India,Carrot,Carrot Mosaic Virus,0.6501073170731707,45.67609756097561,16346.846585365853,62.998292682926824,41
Mexico,Cabbage,Black Rot,0.6500861111111111,47.10527777777778,21358.781296296296,65.93268518518518,108
Brazil,Coffee,Coffee Leaf Rust,0.6500481481481482,45.813148148148144,18049.715648148147,63.08916666666667,108
India,Chickpea,Ascochyta Blight,0.6500342592592593,46.404259259259256,20804.582314814816,63.518425925925925,108
Vietnam,Rice,Rice Blast,0.6499793103448276,44.5648275862069,16954.785862068966,61.48310344827586,29
France,Banana,Panama Disease,0.6497056603773584,44.07528301886792,20953.243207547166,61.802452830188685,53
India,Soybean,Soybean Rust,0.6496564814814815,45.786574074074075,18097.783055555556,63.37953703703703,108
Thailand,Rice,Rice Blast,0.6496447368421052,45.865526315789474,20140.668421052633,63.352631578947374,38
Nigeria,Banana,Black Sigatoka,0.6494965517241379,46.21862068965517,21445.46793103448,63.55810344827586,58
Iran,Carrot,Carrot Mosaic Virus,0.6494242424242425,46.64787878787879,22268.977272727272,65.41303030303031,33
Vietnam,Pea,Pea Mosaic Virus,0.6493322580645161,44.91709677419355,16918.82129032258,61.53741935483871,31
Kenya,Garlic,Garlic Mosaic Virus,0.6491777777777777,44.531666666666666,16890.070555555558,62.603611111111114,36
Bangladesh,Citrus,Citrus Canker,0.6491777777777777,45.04296296296297,17066.639907407407,61.44074074074074,108
Brazil,Okra,Okra Mosaic Virus,0.6491566666666666,46.07266666666667,17825.78066666667,62.99933333333333,30
Vietnam,Soybean,Soybean Rust,0.6489944444444444,45.44166666666666,20121.75722222222,61.88444444444444,108
Egypt,Mung Bean,Mung Bean Mosaic Virus,0.64896,46.47371428571429,17677.07114285714,65.67057142857142,35
Indonesia,Millet,Millet Mosaic Virus,0.6489146341463414,46.170731707317074,20445.996829268293,62.5729268292683,41
Thailand,Cauliflower,Cauliflower Mosaic Virus,0.6488324324324324,47.057567567567574,21375.424594594595,64.45081081081081,37
Ghana,Barley,Barley Mosaic Virus,0.6487125,45.62975,18996.31075,62.874,40
Ethiopia,Sorghum,Sorghum Mosaic Virus,0.6485941176470588,44.593529411764706,19998.583235294118,62.12705882352942,34
Vietnam,Guava,Guava Mosaic Virus,0.6484257142857143,45.03342857142857,16768.54257142857,61.236285714285714,35
Colombia,Cauliflower,Cauliflower Mosaic Virus,0.648358064516129,44.11870967741935,18853.524516129033,61.41612903225807,31
Vietnam,Carrot,Carrot Mosaic Virus,0.6483448275862069,45.63551724137931,17138.078620689656,62.423793103448276,29
Thailand,Grapes,Downy Mildew,0.6480157407407406,45.13037037037037,18818.86611111111,62.62916666666666,108
India,Okra,Okra Mosaic Virus,0.6479315789473684,45.68157894736842,19014.685789473686,63.514736842105265,38
Pakistan,Rice,Rice Tungro Virus,0.6479069767441861,46.387674418604654,20156.087906976743,66.42232558139534,43
Ghana,Chickpea,Ascochyta Blight,0.6475,45.51314814814815,17017.99509259259,62.809444444444445,108
Kenya,Guava,Guava Mosaic Virus,0.6474448275862069,46.36965517241379,21541.973793103447,63.87,29
Colombia,Mung Bean,Mung Bean Mosaic Virus,0.6474378378378379,44.50945945945946,17356.477027027027,61.688378378378374,37
Australia,Mung Bean,Mung Bean Mosaic Virus,0.6474225806451613,47.03935483870968,16045.67129032258,65.53354838709677,31
Australia,Cocoa,Cocoa Mosaic Virus,0.6472148148148148,45.56111111111112,20711.844814814816,64.61925925925927,27
Bangladesh,Rice,Rice Blast,0.6472027777777778,44.37111111111111,18091.9325,61.20194444444444,36
Ghana,Mung Bean,Mung Bean Mosaic Virus,0.6471589743589744,46.14384615384615,17854.952051282053,64.04128205128205,39
Thailand,Barley,Barley Mosaic Virus,0.6471233333333333,45.85,18028.505666666668,62.968333333333334,30
Indonesia,Chickpea,Ascochyta Blight,0.6470259259259259,46.37046296296297,17896.104074074075,62.719537037037036,108
Mexico,Citrus,Citrus Canker,0.6469990740740741,46.01814814814815,19814.62175925926,64.7388888888889,108
Morocco,Rice,Rice Tungro Virus,0.6469799999999999,46.467333333333336,17941.630333333334,65.62833333333333,30
Indonesia,Cotton,Cotton Leaf Curl Virus,0.6468914285714286,44.709857142857146,19361.863142857143,60.870714285714286,70
Indonesia,Mango,Anthracnose,0.6466231481481481,44.815370370370374,17946.185185185186,60.746203703703706,108
Ghana,Garlic,Garlic Mosaic Virus,0.6465392857142856,45.220000000000006,20569.35357142857,61.96,28
Australia,Sorghum,Sorghum Mosaic Virus,0.646530303030303,45.93515151515152,20007.958181818183,64.87212121212121,33
Morocco,Canola,Canola Mosaic Virus,0.6465108108108109,46.43810810810811,20327.305135135135,65.23864864864865,37
India,Cauliflower,Cauliflower Mosaic Virus,0.6464634146341464,45.53756097560976,20701.426585365854,63.23804878048781,41
Egypt,Cocoa,Cocoa Mosaic Virus,0.6464268292682926,47.63121951219512,18268.994390243904,66.53243902439024,41
Spain,Tomato,Bacterial Wilt,0.6461891891891891,44.2345945945946,18346.111081081082,61.3345945945946,37
Brazil,Rice,Rice Tungro Virus,0.6461463414634147,44.60878048780488,18681.439512195124,62.11000000000001,41
Papua New Guinea,Coffee,Coffee Leaf Rust,0.646125,45.24777777777778,20759.128703703704,60.885555555555555,108
Brazil,Wheat,Wheat Rust,0.646012962962963,45.98703703703704,17096.17537037037,63.54111111111111,54
Brazil,Guava,Guava Mosaic Virus,0.6459999999999999,44.73710526315789,16783.441315789474,62.30263157894737,38
Brazil,Cotton,Cotton Wilt,0.6457872727272728,45.8130909090909,17824.67381818182,62.68163636363636,55
Ethiopia,Cocoa,Cocoa Mosaic Virus,0.6457032258064516,44.62580645161291,20736.08129032258,61.66548387096775,31
Colombia,Millet,Millet Mosaic Virus,0.64568,44.946333333333335,19456.65066666667,61.83533333333333,30
Australia,Cotton,Cotton Leaf Curl Virus,0.6456694915254236,46.126949152542366,17977.9093220339,65.32847457627119,59
Ethiopia,Okra,Okra Mosaic Virus,0.6456685714285715,44.64,19288.06342857143,61.83457142857143,35
Bangladesh,Coffee,Coffee Leaf Rust,0.6455648148148149,44.653055555555554,18773.46712962963,60.80768518518519,108
Bangladesh,Pea,Pea Mosaic Virus,0.645474358974359,46.90205128205128,18550.722307692307,62.923846153846156,39
Ethiopia,Barley,Barley Mosaic Virus,0.645474,44.303599999999996,17763.5382,62.2346,50
India,Sorghum,Sorghum Mosaic Virus,0.6453354838709678,44.70258064516129,20465.481935483873,61.266129032258064,31
Vietnam,Tomato,Bacterial Wilt,0.6453,44.72235294117647,16484.775294117648,60.866764705882346,34
Bangladesh,Mango,Anthracnose,0.645299074074074,45.27175925925926,19875.338240740737,61.010555555555555,108
Ethiopia,Cotton,Cotton Wilt,0.6452790322580645,44.296290322580646,17837.001129032258,61.79,62
Iran,Mung Bean,Mung Bean Mosaic Virus,0.6452766666666666,45.788333333333334,21125.498666666666,65.092,30
India,Rice,Rice Tungro Virus,0.64503,45.27825,18392.057500000003,63.07375,40
Ethiopia,Rice,Rice Blast,0.645,44.612,17579.26025,61.5025,40
Indonesia,Wheat,Wheat Rust,0.6446137931034482,44.15362068965517,18140.369137931033,60.01465517241379,58
Nigeria,Tomato,Tomato Early Blight,0.644602380952381,45.29261904761905,18439.304761904765,62.96476190476191,42
Brazil,Grapes,Downy Mildew,0.6444675925925927,45.44527777777778,19831.821111111112,62.65314814814815,108
Nigeria,Garlic,Garlic Mosaic Virus,0.6443974358974359,44.07692307692308,21343.01358974359,61.56692307692308,39
Egypt,Carrot,Carrot Mosaic Virus,0.6442972222222223,45.47388888888889,19240.781944444447,64.67944444444444,36
Morocco,Carrot,Carrot Mosaic Virus,0.6442378378378378,45.88513513513514,20926.397297297295,64.52135135135136,37
Thailand,Rice,Rice Tungro Virus,0.644109090909091,44.630303030303025,17524.773636363636,62.58545454545455,33
Ethiopia,Mung Bean,Mung Bean Mosaic Virus,0.6440441860465116,45.27162790697675,18764.417441860463,63.12325581395349,43
Colombia,Canola,Canola Mosaic Virus,0.6440357142857144,44.48428571428571,16523.304523809526,62.13428571428571,42
Ethiopia,Chickpea,Ascochyta Blight,0.6440259259259259,46.39962962962963,19313.01287037037,63.800925925925924,108
Ghana,Soybean,Soybean Rust,0.6439712962962963,45.91851851851852,18611.732870370368,63.58851851851852,108
Bangladesh,Rice,Rice Tungro Virus,0.6438315789473684,45.19421052631579,19420.234210526316,61.877105263157894,38
Vietnam,Wheat,Wheat Rust,0.6438222222222222,45.355000000000004,17453.053888888888,61.55203703703704,54
India,Cocoa,Cocoa Mosaic Virus,0.6437909090909091,44.77909090909091,16416.424545454545,63.49484848484848,33
Ghana,Rice,Rice Tungro Virus,0.643675,44.548541666666665,18804.095624999998,61.835625,48
South Africa,Sorghum,Sorghum Mosaic Virus,0.64364,46.63825,16256.5575,65.40825,40
Colombia,Chickpea,Ascochyta Blight,0.6435055555555556,45.32027777777778,20166.182314814814,62.71981481481481,108
Colombia,Pea,Pea Mosaic Virus,0.6434189189189189,45.08891891891892,21868.82108108108,63.2027027027027,37
Ghana,Cauliflower,Cauliflower Mosaic Virus,0.6433529411764706,45.15558823529412,17068.037352941177,61.82588235294117,34
India,Mango,Anthracnose,0.6433444444444445,45.08425925925926,18805.549074074075,62.53731481481481,108
Iran,Cocoa,Cocoa Mosaic Virus,0.643325,46.914375,17220.9253125,65.67625,32
Kenya,Rice,Rice Blast,0.6431416666666666,45.22666666666667,18957.315,63.02000000000001,36
Brazil,Cauliflower,Cauliflower Mosaic Virus,0.6427266666666667,45.87566666666667,19824.322666666667,63.53866666666667,30
Papua New Guinea,Wheat,Wheat Rust,0.6427018181818182,45.07018181818182,18231.473636363637,61.454181818181816,55
India,Potato,Late Blight,0.6426392857142857,45.591071428571425,18451.083035714288,63.48446428571429,56
