year,country,crop_type,projected_disease_probability,projected_yield_loss_percent,projected_outbreak_risk_90_days,projected_food_security_impact_score
2030,Colombia,Okra,0.521425,41.5475,0.594975,58.67
2030,Colombia,Onion,0.5917,37.6,0.6358,56.755
2030,Colombia,Pea,0.515425,37.095,0.563575,51.6325
2030,Colombia,Pomegranate,0.64035,46.165,0.682575,62.9725
2030,Colombia,Potato,0.6214999999999999,40.2825,0.68615,58.337500000000006
2030,Colombia,Rice,0.71215,51.6475,0.77005,71.73
2030,Colombia,Sorghum,0.60155,41.677499999999995,0.66015,60.515
2030,Colombia,Soybean,0.61495,45.1925,0.65855,61.565
2030,Colombia,Sugarcane,0.654375,46.3425,0.750625,64.235
2030,Colombia,Sunflower,0.636775,47.03,0.693425,64.64750000000001
2030,Colombia,Tea,0.645475,42.6,0.691575,60.38
2030,Colombia,Tomato,0.66935,44.7375,0.68955,64.1075
2030,Colombia,Wheat,0.5458000000000001,38.1475,0.589175,55.83
2030,Egypt,Apple,0.514,37.065,0.53505,54.85
2030,Egypt,Banana,0.65635,42.265,0.69545,62.56999999999999
2030,Egypt,Barley,0.582925,42.5475,0.62225,60.82
2030,Egypt,Cabbage,0.589325,42.8125,0.650675,61.8
2030,Egypt,Canola,0.523225,41.275000000000006,0.5602,58.455000000000005
2030,Egypt,Carrot,0.623425,44.665,0.6586,65.5
2030,Egypt,Cauliflower,0.535225,40.4425,0.5834,58.2275
2030,Egypt,Chickpea,0.5822,39.9075,0.636475,60.6575
2030,Egypt,Chili,0.5423250000000001,40.035,0.604275,56.0325
2030,Egypt,Citrus,0.5279,44.307500000000005,0.613125,62.3575
2030,Egypt,Cocoa,0.609175,44.8575,0.6334,65.0625
2030,Egypt,Coffee,0.586175,42.745,0.658075,62.5125
2030,Egypt,Cotton,0.551425,35.035,0.623175,54.0775
2030,Egypt,Cucumber,0.62605,44.6875,0.649075,65.6175
2030,Egypt,Eggplant,0.515575,40.15,0.537425,59.945
2030,Egypt,Garlic,0.52115,38.995000000000005,0.593725,59.512499999999996
2030,Egypt,Grapes,0.5796250000000001,42.915,0.5996,60.22
2030,Egypt,Groundnut,0.5518,39.28,0.5894,57.9775
2030,Egypt,Guava,0.6857,46.4575,0.753375,67.2475
2030,Egypt,Lentil,0.6259,43.1075,0.6642,64.1575
2030,Egypt,Maize,0.5116,42.4375,0.532525,60.717499999999994
2030,Egypt,Mango,0.72125,49.2225,0.7641249999999999,69.03999999999999
2030,Egypt,Millet,0.651,47.4475,0.6954,67.72
2030,Egypt,Mung Bean,0.63335,49.082499999999996,0.679125,67.3675
2030,Egypt,Okra,0.5005,38.9975,0.50205,55.337500000000006
2030,Egypt,Onion,0.5653,42.6725,0.60105,60.5175
2030,Egypt,Pea,0.616575,43.1775,0.647775,63.9425
2030,Egypt,Pomegranate,0.57545,37.42,0.618325,55.4975
2030,Egypt,Potato,0.660625,49.84,0.7417750000000001,67.2375
2030,Egypt,Rice,0.654325,46.0725,0.7302500000000001,65.11
2030,Egypt,Sorghum,0.5847249999999999,40.3525,0.6453,57.51
2030,Egypt,Soybean,0.59865,46.9325,0.655375,64.6625
2030,Egypt,Sugarcane,0.573125,44.605,0.6312249999999999,64.5375
2030,Egypt,Sunflower,0.45207499999999995,34.114999999999995,0.522025,51.902499999999996
2030,Egypt,Tea,0.499675,39.769999999999996,0.51605,57.9775
2030,Egypt,Tomato,0.62995,44.615,0.683475,63.44
2030,Egypt,Wheat,0.451575,30.98,0.49565000000000003,48.245
2030,Ethiopia,Apple,0.636725,45.6475,0.675475,61.775
2030,Ethiopia,Banana,0.65815,49.3075,0.6993,64.67750000000001
2030,Ethiopia,Barley,0.543625,37.335,0.583075,55.5075
2030,Ethiopia,Cabbage,0.561175,42.8475,0.6208,59.83
2030,Ethiopia,Canola,0.667025,45.37,0.7099500000000001,61.662499999999994
2030,Ethiopia,Carrot,0.639525,45.6025,0.657375,62.1175
2030,Ethiopia,Cauliflower,0.679025,46.1325,0.7221500000000001,64.3575
2030,Ethiopia,Chickpea,0.743375,49.417500000000004,0.78025,67.685
2030,Ethiopia,Chili,0.6456500000000001,43.64,0.729325,60.80500000000001
2030,Ethiopia,Citrus,0.6198,43.955,0.6758,59.1075
2030,Ethiopia,Cocoa,0.5354,39.41,0.565625,54.605000000000004
2030,Ethiopia,Coffee,0.6322249999999999,50.222500000000004,0.73335,67.9375
2030,Ethiopia,Cotton,0.5438000000000001,37.405,0.591,54.7525
2030,Ethiopia,Cucumber,0.611225,45.3825,0.6633,59.2675
2030,Ethiopia,Eggplant,0.57865,42.0075,0.636225,58.065
2030,Ethiopia,Garlic,0.6119,43.515,0.6740999999999999,59.685
2030,Ethiopia,Grapes,0.565525,40.4075,0.586175,54.675
2030,Ethiopia,Groundnut,0.5670499999999999,39.745,0.623525,53.6225
2030,Ethiopia,Guava,0.650625,46.285,0.7165,65.8975
2030,Ethiopia,Lentil,0.584325,40.0875,0.6017,56.1
2030,Ethiopia,Maize,0.6048,40.335,0.6665,58.055
2030,Ethiopia,Mango,0.7106,46.91,0.76255,63.0175
2030,Ethiopia,Millet,0.6140749999999999,41.685,0.6928,57.9075
2030,Ethiopia,Mung Bean,0.625525,45.7775,0.6763,63.0625
2030,Ethiopia,Okra,0.6051,43.0125,0.65465,59.7925
2030,Ethiopia,Onion,0.593675,41.2225,0.63795,56.74
2030,Ethiopia,Pea,0.623575,44.355000000000004,0.6467499999999999,63.964999999999996
2030,Ethiopia,Pomegranate,0.512525,34.8975,0.5456,50.3125
2030,Ethiopia,Potato,0.677825,44.6075,0.72795,63.17
2030,Ethiopia,Rice,0.545875,39.32,0.57905,55.8375
2030,Ethiopia,Sorghum,0.56945,39.105000000000004,0.624175,55.977500000000006
2030,Ethiopia,Soybean,0.662175,47.1975,0.7341,64.7075
2030,Ethiopia,Sugarcane,0.6589499999999999,42.5275,0.717325,61.1225
2030,Ethiopia,Sunflower,0.626475,46.7975,0.655825,61.2
2030,Ethiopia,Tea,0.5898749999999999,41.93,0.61805,60.252500000000005
2030,Ethiopia,Tomato,0.6517499999999999,41.3575,0.7033,59.010000000000005
2030,Ethiopia,Wheat,0.667025,47.9475,0.7351,66.39750000000001
2030,France,Apple,0.610225,47.065,0.6409750000000001,63.824999999999996
2030,France,Banana,0.6780999999999999,46.480000000000004,0.738925,65.41
2030,France,Barley,0.57065,40.2325,0.669425,57.2225
2030,France,Cabbage,0.577025,39.739999999999995,0.63625,55.425
2030,France,Canola,0.5623750000000001,41.6725,0.61955,57.155
2030,France,Carrot,0.549975,38.165,0.607175,53.825
2030,France,Cauliflower,0.533175,38.2825,0.632225,53.3925
2030,France,Chickpea,0.661725,47.665,0.6875,66.42750000000001
2030,France,Chili,0.600025,43.7625,0.606425,59.61
2030,France,Citrus,0.547075,37.315,0.555875,54.775
2030,France,Cocoa,0.52655,40.11,0.574325,55.067499999999995
2030,France,Coffee,0.689075,47.99,0.733175,66.7875
2030,France,Cotton,0.675475,45.31,0.71105,62.7025
2030,France,Cucumber,0.6169,43.0475,0.6997249999999999,60.629999999999995
2030,France,Eggplant,0.507425,39.9775,0.566775,55.4925
2030,France,Garlic,0.6315500000000001,43.2875,0.66725,59.30499999999999
2030,France,Grapes,0.5713,38.885000000000005,0.693675,52.2725
2030,France,Groundnut,0.548125,39.4975,0.580025,55.305
2030,France,Guava,0.5363,35.93,0.5724,52.9125
2030,France,Lentil,0.55765,40.5775,0.59285,58.022499999999994
2030,France,Maize,0.5976,40.910000000000004,0.6438,58.465
2030,France,Mango,0.517,35.6725,0.522775,51.89
2030,France,Millet,0.5213,36.3,0.5918,54.0625
2030,France,Mung Bean,0.450125,32.3225,0.46775,48.49
2030,France,Okra,0.5175,36.7325,0.554025,53.045
2030,France,Onion,0.48945000000000005,35.585,0.496375,50.3475
2030,France,Pea,0.54895,39.92,0.618,58.08
2030,France,Pomegranate,0.551325,38.629999999999995,0.61155,54.512499999999996
2030,France,Potato,0.5768249999999999,43.43,0.63125,61.415
2030,France,Rice,0.630525,41.6325,0.687025,60.6925
2030,France,Sorghum,0.57255,40.5325,0.6109,56.31
2030,France,Soybean,0.58385,46.722500000000004,0.65285,64.625
2030,France,Sugarcane,0.586575,40.7,0.687,57.535
2030,France,Sunflower,0.5116,38.0075,0.5237,51.8675
2030,France,Tea,0.610675,43.575,0.6750499999999999,60.165
2030,France,Tomato,0.55965,34.1375,0.5851500000000001,50.9675
2030,France,Wheat,0.592125,40.32,0.657,58.472500000000004
2030,Germany,Apple,0.543125,39.7625,0.5725750000000001,57.0275
2030,Germany,Banana,0.60025,44.71,0.63715,60.82
2030,Germany,Barley,0.559525,38.725,0.5807,53.57
2030,Germany,Cabbage,0.582325,37.1325,0.6528499999999999,53.94
2030,Germany,Canola,0.545875,40.1975,0.587525,58.114999999999995
2030,Germany,Carrot,0.58855,42.855000000000004,0.631575,60.935
2030,Germany,Cauliflower,0.628525,44.4475,0.688775,61.6175
2030,Germany,Chickpea,0.613525,41.8525,0.705275,58.0
2030,Germany,Chili,0.5461499999999999,37.4075,0.58645,55.260000000000005
2030,Germany,Citrus,0.5720000000000001,41.61,0.6653249999999999,56.8625
2030,Germany,Cocoa,0.5078,36.8775,0.5468,53.3425
2030,Germany,Coffee,0.60465,44.17,0.6499,61.2425
2030,Germany,Cotton,0.6162,48.75,0.67855,66.8525
2030,Germany,Cucumber,0.550975,41.13,0.5910500000000001,58.64
2030,Germany,Eggplant,0.62595,45.15,0.682075,60.71
2030,Germany,Garlic,0.5244249999999999,38.075,0.55755,52.7725
2030,Germany,Grapes,0.536875,39.870000000000005,0.55295,56.19
2030,Germany,Groundnut,0.566075,42.86,0.6136,60.5925
2030,Germany,Guava,0.542325,40.3425,0.5859,56.795
2030,Germany,Lentil,0.5238750000000001,38.7975,0.569225,53.792500000000004
2030,Germany,Maize,0.488825,38.1725,0.60195,54.165
2030,Germany,Mango,0.69955,49.18,0.74705,66.6
2030,Germany,Millet,0.654425,44.1325,0.7065,63.332499999999996
2030,Germany,Mung Bean,0.596975,41.315,0.608875,60.332499999999996
2030,Germany,Okra,0.520775,35.6725,0.553675,51.1775
2030,Germany,Onion,0.589525,38.480000000000004,0.629425,55.845
2030,Germany,Pea,0.5739000000000001,41.28,0.599025,55.61
2030,Germany,Pomegranate,0.649975,46.315,0.7066749999999999,64.75999999999999
2030,Germany,Potato,0.589125,42.6275,0.6390750000000001,60.1375
2030,Germany,Rice,0.594175,38.807500000000005,0.6697500000000001,57.295
2030,Germany,Sorghum,0.620525,42.2675,0.681975,58.599999999999994
2030,Germany,Soybean,0.620675,42.725,0.668,61.575
2030,Germany,Sugarcane,0.593375,39.255,0.6681,54.07
2030,Germany,Sunflower,0.551275,38.0525,0.635625,53.4375
2030,Germany,Tea,0.461725,35.935,0.5293749999999999,51.120000000000005
2030,Germany,Tomato,0.661375,46.089999999999996,0.74105,63.1
2030,Germany,Wheat,0.51135,38.21,0.58645,52.795
2030,Ghana,Apple,0.6056,39.1375,0.662425,57.6
